,Collaborative,Description,Followers,Name,Tracks,URL,href,id
0,False,Panic! At The Disco is on top of the Hottest 50.,22325533,Today's Top Hits,50,https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,https://api.spotify.com/v1/playlists/37i9dQZF1DXcBWIGoYBM5M,37i9dQZF1DXcBWIGoYBM5M
1,False,New music from Future and Lil Pump.,10979083,RapCaviar,50,https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd,https://api.spotify.com/v1/playlists/37i9dQZF1DX0XUsuxWHRQd,37i9dQZF1DX0XUsuxWHRQd
2,False,Dance music's biggest playlist with Dzeko,5372383,mint,50,https://open.spotify.com/playlist/37i9dQZF1DX4dyzvuaRJ0n,https://api.spotify.com/v1/playlists/37i9dQZF1DX4dyzvuaRJ0n,37i9dQZF1DX4dyzvuaRJ0n
3,False,The hottest R&B tunes.  Cover: Chris Brown,4773263,Are & Be,46,https://open.spotify.com/playlist/37i9dQZF1DX4SBhb3fqCJd,https://api.spotify.com/v1/playlists/37i9dQZF1DX4SBhb3fqCJd,37i9dQZF1DX4SBhb3fqCJd
4,False,"New music from Imagine Dragons, along with the 50 hottest new Rock songs you need to know.",4418825,Rock This,52,https://open.spotify.com/playlist/37i9dQZF1DXcF6B6QPhFDv,https://api.spotify.com/v1/playlists/37i9dQZF1DXcF6B6QPhFDv,37i9dQZF1DXcF6B6QPhFDv
5,False,"Today's top country hits of the week, worldwide!  Cover: Kane Brown",5210838,Hot Country,51,https://open.spotify.com/playlist/37i9dQZF1DX1lVhptIYRda,https://api.spotify.com/v1/playlists/37i9dQZF1DX1lVhptIYRda,37i9dQZF1DX1lVhptIYRda
6,False,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Pedro Capó",9220324,¡Viva Latino!,50,https://open.spotify.com/playlist/37i9dQZF1DX10zKzsJ2jva,https://api.spotify.com/v1/playlists/37i9dQZF1DX10zKzsJ2jva,37i9dQZF1DX10zKzsJ2jva
7,False,"Future, Mike Posner, Bring Me The Horizon , and more kick off the first New Music Friday of 2019!",3039030,New Music Friday,65,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,https://api.spotify.com/v1/playlists/37i9dQZF1DX4JAvHpjipBk,37i9dQZF1DX4JAvHpjipBk
8,False,Unwind and let the afternoon unfold in all its acoustic glory.,2466410,Afternoon Acoustic,86,https://open.spotify.com/playlist/37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/playlists/37i9dQZF1DX4E3UdUs7fUx,37i9dQZF1DX4E3UdUs7fUx
9,False,Relax and indulge with some profoundly beautiful piano pieces.,4993468,Peaceful Piano,100,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO,37i9dQZF1DX4sWSpwq3LiO
10,False,Redefined & on the rise. Explore the evolving indie folk and roots scene.,1789560,Roots Rising,100,https://open.spotify.com/playlist/37i9dQZF1DWYV7OOaGhoH0,https://api.spotify.com/v1/playlists/37i9dQZF1DWYV7OOaGhoH0,37i9dQZF1DWYV7OOaGhoH0
11,False,"SXSW and Country Music go together like beer and pretzels. Enjoy them all together! Cover artist: <a href=""spotify:artist:2ySHS7UojGu20XfUPaBlyu"">Devin Dawson</a>.",23336,Lost In Austin: Country Music from SXSW,82,https://open.spotify.com/playlist/5JdIoXkjfuyWmDdDnznmq1,https://api.spotify.com/v1/playlists/5JdIoXkjfuyWmDdDnznmq1,5JdIoXkjfuyWmDdDnznmq1
12,False,"Hip-Hop's next generation takes over SXSW! Cover: <a href=""spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ"">Aminè</a>.",21948,SXSW: HipHopUpNext,25,https://open.spotify.com/playlist/37i9dQZF1DX5PuwKY2VZBZ,https://api.spotify.com/v1/playlists/37i9dQZF1DX5PuwKY2VZBZ,37i9dQZF1DX5PuwKY2VZBZ
13,False,The very best in new music from around the world.,151218,New Music Friday,61,https://open.spotify.com/playlist/37i9dQZF1DWXJfnUiYjUKT,https://api.spotify.com/v1/playlists/37i9dQZF1DWXJfnUiYjUKT,37i9dQZF1DWXJfnUiYjUKT
14,False,"Feel the beat with music inspired by <a href=""http://spoti.fi/2oq3EEs"">'Mogul: The Life and Death of Chris Lighty'</a>",8584,Music Inspired By Mogul,21,https://open.spotify.com/playlist/4HghCZXykAY0kdRqJipQJd,https://api.spotify.com/v1/playlists/4HghCZXykAY0kdRqJipQJd,4HghCZXykAY0kdRqJipQJd
15,False,Your daily guide of artists to watch at SXSW 2017!,7810,SXSW 2017: Daily Guide,55,https://open.spotify.com/playlist/1LYK2ahDnbLnS4fddCFY7z,https://api.spotify.com/v1/playlists/1LYK2ahDnbLnS4fddCFY7z,1LYK2ahDnbLnS4fddCFY7z
16,False,Set the weekend off right!,1606858,TGIF,70,https://open.spotify.com/playlist/37i9dQZF1DXcRXFNfZr7Tp,https://api.spotify.com/v1/playlists/37i9dQZF1DXcRXFNfZr7Tp,37i9dQZF1DXcRXFNfZr7Tp
17,False,"Women who experiment with electronic loops, strings, voice and other cosmic delights. Cover: Kelly Moran",16278,Women of Experimental,48,https://open.spotify.com/playlist/37i9dQZF1DWY7uXxMycXfq,https://api.spotify.com/v1/playlists/37i9dQZF1DWY7uXxMycXfq,37i9dQZF1DWY7uXxMycXfq
18,False,"We don’t forget where we come from. Cover:  <a href=""spotify:artist:5gxANVcKbp8iPNLgAo7DhA"">Omar Offendum</a>",30953,We Here,30,https://open.spotify.com/playlist/37i9dQZF1DX1328t2iygZy,https://api.spotify.com/v1/playlists/37i9dQZF1DX1328t2iygZy,37i9dQZF1DX1328t2iygZy
19,False,Get to know Jason Isbell with a collection of essentials.,56345,This Is: Jason Isbell,49,https://open.spotify.com/playlist/37i9dQZF1DX1wvY0jqbS55,https://api.spotify.com/v1/playlists/37i9dQZF1DX1wvY0jqbS55,37i9dQZF1DX1wvY0jqbS55
20,False,"All your favorite <a href=""spotify:user:128899670"">Disney</a> classics, new and old. Cover: <a href=""spotify:album:4A5q8ZjS2S7kXoixcEU81B"">Mary Poppins Returns</a>",986681,This Is Disney,50,https://open.spotify.com/playlist/37i9dQZF1DWVs8I62NcHks,https://api.spotify.com/v1/playlists/37i9dQZF1DWVs8I62NcHks,37i9dQZF1DWVs8I62NcHks
21,False,Honoring the legendary Jim Morrison who would have turned 75 this week. Here are the essentials from The Doors all in one place.,237166,This Is The Doors,50,https://open.spotify.com/playlist/37i9dQZF1DX95gx8SY6DLX,https://api.spotify.com/v1/playlists/37i9dQZF1DX95gx8SY6DLX,37i9dQZF1DX95gx8SY6DLX
22,False,The essential AC/DC all in one place.,837329,This Is AC/DC,36,https://open.spotify.com/playlist/37i9dQZF1DXec50AjHrNTq,https://api.spotify.com/v1/playlists/37i9dQZF1DXec50AjHrNTq,37i9dQZF1DXec50AjHrNTq
23,False,"All of the UK <a href=""spotify:artist:4dpARuHxo51G3z768sgnrY"">singer-songwriter</a>'s memorable songs, in a single playlist.",1098187,This Is Adele,25,https://open.spotify.com/playlist/37i9dQZF1DWZUozJiHy44Y,https://api.spotify.com/v1/playlists/37i9dQZF1DWZUozJiHy44Y,37i9dQZF1DWZUozJiHy44Y
24,False,"Hear all the best songs by the monumental <a href=""spotify:artist:3dkbV4qihUeMsqN4vBGg93"">soul singer</a>.",66528,This Is Al Green,26,https://open.spotify.com/playlist/37i9dQZF1DWZMCPjHG57gq,https://api.spotify.com/v1/playlists/37i9dQZF1DWZMCPjHG57gq,37i9dQZF1DWZMCPjHG57gq
25,False,"The best of alt-J, so far.",108844,This Is alt-J,28,https://open.spotify.com/playlist/37i9dQZF1DWXMmak2OV7PN,https://api.spotify.com/v1/playlists/37i9dQZF1DWXMmak2OV7PN,37i9dQZF1DWXMmak2OV7PN
26,False,Revisit the best from the Danish pop powerhouse: Aqua.,15337,This Is: Aqua,22,https://open.spotify.com/playlist/37i9dQZF1DX3reMgdkcDa4,https://api.spotify.com/v1/playlists/37i9dQZF1DX3reMgdkcDa4,37i9dQZF1DX3reMgdkcDa4
27,False,"Celebrating the legacy of the undisputed Queen of Soul, Aretha Franklin.  Her most essential tracks, all in one playlist.",203788,This Is Aretha Franklin,51,https://open.spotify.com/playlist/37i9dQZF1DX6bJVMtDYJHx,https://api.spotify.com/v1/playlists/37i9dQZF1DX6bJVMtDYJHx,37i9dQZF1DX6bJVMtDYJHx
28,False,Defining disco and making pop classics which span the decades.,295002,This Is Bee Gees,50,https://open.spotify.com/playlist/37i9dQZF1DWZvGllBOMzci,https://api.spotify.com/v1/playlists/37i9dQZF1DWZvGllBOMzci,37i9dQZF1DWZvGllBOMzci
29,False,"The essential blink-182, all in one place.",200047,This Is blink-182,50,https://open.spotify.com/playlist/37i9dQZF1DX4EKARgqYPFZ,https://api.spotify.com/v1/playlists/37i9dQZF1DX4EKARgqYPFZ,37i9dQZF1DX4EKARgqYPFZ
30,False,"Check out this collection of hits by the Honolulu-born <a href=""spotify:artist:0du5cEVh5yTK9QJze8zA0C"">pop phenom</a>—including the remix of Finesse featuring Cardi B.",2084416,This Is Bruno Mars,40,https://open.spotify.com/playlist/37i9dQZF1DX177vQ7mVRmP,https://api.spotify.com/v1/playlists/37i9dQZF1DX177vQ7mVRmP,37i9dQZF1DX177vQ7mVRmP
31,False,"Carole King's most essential tracks, all in one playlist.",43150,This is: Carole King,46,https://open.spotify.com/playlist/37i9dQZF1DX6GiJlVeD6Ou,https://api.spotify.com/v1/playlists/37i9dQZF1DX6GiJlVeD6Ou,37i9dQZF1DX6GiJlVeD6Ou
32,False,"Deep Purple´s most essential tracks, all in one playlist.",91989,This is: Deep Purple,49,https://open.spotify.com/playlist/37i9dQZF1DX5WtNRbfbuUo,https://api.spotify.com/v1/playlists/37i9dQZF1DX5WtNRbfbuUo,37i9dQZF1DX5WtNRbfbuUo
33,False,"Depeche Mode, the essential tracks, all in one playlist.",217642,This Is Depeche Mode,51,https://open.spotify.com/playlist/37i9dQZF1DX3BSwupE5hR7,https://api.spotify.com/v1/playlists/37i9dQZF1DX3BSwupE5hR7,37i9dQZF1DX3BSwupE5hR7
34,False,"This is: Dispatch. The essential tracks, all in one playlists.",11800,This Is: Dispatch,40,https://open.spotify.com/playlist/37i9dQZF1DWVRrLXgTbWFy,https://api.spotify.com/v1/playlists/37i9dQZF1DWVRrLXgTbWFy,37i9dQZF1DWVRrLXgTbWFy
35,False,"Catch up with the phenomenon with this collection of the English <a href=""spotify:artist:6eUKZXaKkcviH0Ku9w2n3V"">singer-songwriter</a>'s biggest hits.",3465630,This Is Ed Sheeran,40,https://open.spotify.com/playlist/37i9dQZF1DWWxPM4nWdhyI,https://api.spotify.com/v1/playlists/37i9dQZF1DWWxPM4nWdhyI,37i9dQZF1DWWxPM4nWdhyI
36,False,"The Atlanta-born <a href=""spotify:artist:1RyvyyTE3xzB2ZywiAwp0i"">rapper</a>'s dopest songs plus his latest bangers.",346243,This Is Future,45,https://open.spotify.com/playlist/37i9dQZF1DWVstK6FYh8Nw,https://api.spotify.com/v1/playlists/37i9dQZF1DWVstK6FYh8Nw,37i9dQZF1DWVstK6FYh8Nw
37,False,Listen to a collection of his greatest hits. This Is: George Michael,252323,This Is: George Michael,49,https://open.spotify.com/playlist/37i9dQZF1DXcIVSTUG9zAG,https://api.spotify.com/v1/playlists/37i9dQZF1DXcIVSTUG9zAG,37i9dQZF1DXcIVSTUG9zAG
38,False,"An essential collection of songs from the <a href=""spotify:artist:2H5elA2mJKrHmqkN9GSfkz"">folk icon</a>.",8870,This Is: Gillian Welch,49,https://open.spotify.com/playlist/37i9dQZF1DWUifRttnt99X,https://api.spotify.com/v1/playlists/37i9dQZF1DWUifRttnt99X,37i9dQZF1DWUifRttnt99X
39,False,Listen to all of his biggest songs and Say You Won't Let Go.,228217,This Is James Arthur,22,https://open.spotify.com/playlist/37i9dQZF1DX3Csy1LFxjkI,https://api.spotify.com/v1/playlists/37i9dQZF1DX3Csy1LFxjkI,37i9dQZF1DX3Csy1LFxjkI
40,False,"Jamiroquai, the essential tracks, all in one playlist.",146083,This is: Jamiroquai,50,https://open.spotify.com/playlist/37i9dQZF1DX9OTdoPfdJpF,https://api.spotify.com/v1/playlists/37i9dQZF1DX9OTdoPfdJpF,37i9dQZF1DX9OTdoPfdJpF
41,False,"All of John Mayer's greatest songs, including &quot;Helpless&quot; from the second wave of &quot;The Search For Everything&quot;.",342636,This Is John Mayer,59,https://open.spotify.com/playlist/37i9dQZF1DWYrlaUEYy4Vg,https://api.spotify.com/v1/playlists/37i9dQZF1DWYrlaUEYy4Vg,37i9dQZF1DWYrlaUEYy4Vg
42,False,"Check out this collection of amazing John Legend tracks, including his newest release, DARKNESS AND LIGHT!",157493,This Is: John Legend,37,https://open.spotify.com/playlist/37i9dQZF1DX8DxW4iib3Eq,https://api.spotify.com/v1/playlists/37i9dQZF1DX8DxW4iib3Eq,37i9dQZF1DX8DxW4iib3Eq
43,False,This is the essential Justin Bieber.,1457052,This Is Justin Bieber,50,https://open.spotify.com/playlist/37i9dQZF1DXc2aPBXGmXrt,https://api.spotify.com/v1/playlists/37i9dQZF1DXc2aPBXGmXrt,37i9dQZF1DXc2aPBXGmXrt
44,False,There are a million reasons to listen.,506329,This Is Lady Gaga,41,https://open.spotify.com/playlist/37i9dQZF1DXc7FZ2VBjaeT,https://api.spotify.com/v1/playlists/37i9dQZF1DXc7FZ2VBjaeT,37i9dQZF1DXc7FZ2VBjaeT
45,False,Listen to Malibu Nights alongside all their essential songs.,401485,This Is LANY,40,https://open.spotify.com/playlist/37i9dQZF1DX1xlmTNXq2Qg,https://api.spotify.com/v1/playlists/37i9dQZF1DX1xlmTNXq2Qg,37i9dQZF1DX1xlmTNXq2Qg
46,False,One of the most important British folk artists of the 21st century. This is Laura Marling,13974,This Is Laura Marling,36,https://open.spotify.com/playlist/37i9dQZF1DX3Hdbt1R3mYP,https://api.spotify.com/v1/playlists/37i9dQZF1DX3Hdbt1R3mYP,37i9dQZF1DX3Hdbt1R3mYP
47,False,"All Miranda...All The Time!  Check Miranda's digital book ""Weight Of These Wings"" here...
https://theweightofthesewings.com",70506,This Is:  Miranda Lambert,58,https://open.spotify.com/playlist/37i9dQZF1DWULYh276RumE,https://api.spotify.com/v1/playlists/37i9dQZF1DWULYh276RumE,37i9dQZF1DWULYh276RumE
48,False,"The essential Muse, all in one place.",284991,This Is Muse,53,https://open.spotify.com/playlist/37i9dQZF1DWTG97QsiXgEX,https://api.spotify.com/v1/playlists/37i9dQZF1DWTG97QsiXgEX,37i9dQZF1DWTG97QsiXgEX
49,False,Enjoy over 50 years of musical genius.,124214,This Is Neil Young,50,https://open.spotify.com/playlist/37i9dQZF1DWT6VDwxLyl0W,https://api.spotify.com/v1/playlists/37i9dQZF1DWT6VDwxLyl0W,37i9dQZF1DWT6VDwxLyl0W
50,False,"One of the finest <a href=""spotify:artist:7G1GBhoKtEPnP86X2PvEYO"">voices</a> we've ever known. Now hear her greatest songs.",141828,This Is Nina Simone,50,https://open.spotify.com/playlist/37i9dQZF1DX8OYzU0lx5hL,https://api.spotify.com/v1/playlists/37i9dQZF1DX8OYzU0lx5hL,37i9dQZF1DX8OYzU0lx5hL
51,False,"Celebrate the career of one of the most influential <a href=""spotify:artist:1mFX1QlezK1lNPKQJkhwWb"">R&B groups</a> of all time.",68720,This Is New Edition,46,https://open.spotify.com/playlist/37i9dQZF1DWThFkopzOaNW,https://api.spotify.com/v1/playlists/37i9dQZF1DWThFkopzOaNW,37i9dQZF1DWThFkopzOaNW
52,False,Dance all night to the best songs ever.,646007,This Is One Direction,50,https://open.spotify.com/playlist/37i9dQZF1DX6p4TJxzMRDe,https://api.spotify.com/v1/playlists/37i9dQZF1DX6p4TJxzMRDe,37i9dQZF1DX6p4TJxzMRDe
53,False,"The essential tracks, all in one playlist.",178661,This Is OneRepublic,34,https://open.spotify.com/playlist/37i9dQZF1DXbZBKpgxsyXU,https://api.spotify.com/v1/playlists/37i9dQZF1DXbZBKpgxsyXU,37i9dQZF1DXbZBKpgxsyXU
54,False,An essential introduction to Raffi.,13463,This is: Raffi,50,https://open.spotify.com/playlist/37i9dQZF1DX4dWEvmDfGoP,https://api.spotify.com/v1/playlists/37i9dQZF1DX4dWEvmDfGoP,37i9dQZF1DX4dWEvmDfGoP
55,False,"Pop, rock, funk, R&B, psychedelia—the man from Minneapolis was a true original and earth-shattering performer. Hear <a href=""spotify:artist:5a2EaR3hamoenG9rDuVn8j"">Prince Rogers Nelson</a>'s best right now.",503136,This Is Prince,73,https://open.spotify.com/playlist/37i9dQZF1DX6JzJ8vAK836,https://api.spotify.com/v1/playlists/37i9dQZF1DX6JzJ8vAK836,37i9dQZF1DX6JzJ8vAK836
56,False,Listen to 'Human' from Rag'n'Bone Man alongside other career highlights.,120187,This Is: Rag'n'Bone Man,32,https://open.spotify.com/playlist/37i9dQZF1DWXqcBHh7a68E,https://api.spotify.com/v1/playlists/37i9dQZF1DWXqcBHh7a68E,37i9dQZF1DWXqcBHh7a68E
57,False,"The essential Soundgarden, all in one playlist.",66719,This Is Soundgarden,50,https://open.spotify.com/playlist/37i9dQZF1DX024QaIPhrkq,https://api.spotify.com/v1/playlists/37i9dQZF1DX024QaIPhrkq,37i9dQZF1DX024QaIPhrkq
58,False,A collection of the essential Status Quo songs.,18381,This Is: Status Quo,38,https://open.spotify.com/playlist/37i9dQZF1DX1zj9CzXszqD,https://api.spotify.com/v1/playlists/37i9dQZF1DX1zj9CzXszqD,37i9dQZF1DX1zj9CzXszqD
59,False,"Stevie Wonder, the essential tracks, all in one playlist.",142231,This Is: Stevie Wonder,50,https://open.spotify.com/playlist/37i9dQZF1DWWYIyS8LLUDj,https://api.spotify.com/v1/playlists/37i9dQZF1DWWYIyS8LLUDj,37i9dQZF1DWWYIyS8LLUDj
60,False,"The Beach Boys, the essential tracks, all in one playlist.",91659,This Is The Beach Boys,50,https://open.spotify.com/playlist/37i9dQZF1DXaZan2kzvaVc,https://api.spotify.com/v1/playlists/37i9dQZF1DXaZan2kzvaVc,37i9dQZF1DXaZan2kzvaVc
61,False,"The Rolling Stones essential tracks, all in one playlist.",388852,This Is The Rolling Stones,50,https://open.spotify.com/playlist/37i9dQZF1DX5COO9vTaRpO,https://api.spotify.com/v1/playlists/37i9dQZF1DX5COO9vTaRpO,37i9dQZF1DX5COO9vTaRpO
62,False,Check out this collection of the vocalist's dopest tracks!,1249887,This Is The Weeknd,51,https://open.spotify.com/playlist/37i9dQZF1DX6bnzK9KPvrz,https://api.spotify.com/v1/playlists/37i9dQZF1DX6bnzK9KPvrz,37i9dQZF1DX6bnzK9KPvrz
63,False,Take a listen to Thomas Rhett's music - along with hit songs he's written for other artists.,100633,This Is:  Thomas Rhett,58,https://open.spotify.com/playlist/37i9dQZF1DXctzlWgrxNLn,https://api.spotify.com/v1/playlists/37i9dQZF1DXctzlWgrxNLn,37i9dQZF1DXctzlWgrxNLn
64,False,This is the essential collection of songs from Trey Songz.,126901,This Is: Trey Songz,53,https://open.spotify.com/playlist/37i9dQZF1DX5xFQkXoZxdM,https://api.spotify.com/v1/playlists/37i9dQZF1DX5xFQkXoZxdM,37i9dQZF1DX5xFQkXoZxdM
65,False,These memorable songs will get you started on the breathtaking career of the Nobel Prize-winning Robert Zimmerman.,204087,This Is Bob Dylan,76,https://open.spotify.com/playlist/37i9dQZF1DX8f6VxHEcGCN,https://api.spotify.com/v1/playlists/37i9dQZF1DX8f6VxHEcGCN,37i9dQZF1DX8f6VxHEcGCN
66,False,"The pivotal tracks by the genre-redefining <a href=""spotify:artist:0cmWgDlu9CwTgxPhf403hb"">producer</a>, composer, and DJ.",86783,This Is Bonobo,43,https://open.spotify.com/playlist/37i9dQZF1DWZais6SIaMts,https://api.spotify.com/v1/playlists/37i9dQZF1DWZais6SIaMts,37i9dQZF1DWZais6SIaMts
67,False,Definitive career highlights from Britney Jean Spears.,312335,This Is Britney Spears,45,https://open.spotify.com/playlist/37i9dQZF1DWXcA2XXbXQ3d,https://api.spotify.com/v1/playlists/37i9dQZF1DWXcA2XXbXQ3d,37i9dQZF1DWXcA2XXbXQ3d
68,False,The essential tracks with Bruce Springsteen.,154971,This is Bruce Springsteen,59,https://open.spotify.com/playlist/37i9dQZF1DX9qkL85stcHs,https://api.spotify.com/v1/playlists/37i9dQZF1DX9qkL85stcHs,37i9dQZF1DX9qkL85stcHs
69,False,"Cher's most essential tracks, all in one playlist.",87004,This is: Cher,37,https://open.spotify.com/playlist/37i9dQZF1DX3w9f3pg1Dyc,https://api.spotify.com/v1/playlists/37i9dQZF1DX3w9f3pg1Dyc,37i9dQZF1DX3w9f3pg1Dyc
70,False,"Chuck Berry, the essential tracks, all in one playlist.",46269,This Is Chuck Berry,57,https://open.spotify.com/playlist/37i9dQZF1DX0LonJ1uN97e,https://api.spotify.com/v1/playlists/37i9dQZF1DX0LonJ1uN97e,37i9dQZF1DX0LonJ1uN97e
71,False,"Celebrated masters of 'French touch', This Is Daft Punk.",332552,This Is Daft Punk,29,https://open.spotify.com/playlist/37i9dQZF1DWZAkrucRF6Gq,https://api.spotify.com/v1/playlists/37i9dQZF1DWZAkrucRF6Gq,37i9dQZF1DWZAkrucRF6Gq
72,False,"Eagles, the essential tracks, all in one playlist.",287646,This Is Eagles,45,https://open.spotify.com/playlist/37i9dQZF1DX9AUVnnnNUND,https://api.spotify.com/v1/playlists/37i9dQZF1DX9AUVnnnNUND,37i9dQZF1DX9AUVnnnNUND
73,False,"Can't hide our love for the <a href=""spotify:artist:4QQgXkCYTt3BlENzhyNETg"">funk-soul outfit</a>. Hear all their pivotal tracks now.",141729,"This Is Earth, Wind & Fire",24,https://open.spotify.com/playlist/37i9dQZF1DX3yvjXSVJwJV,https://api.spotify.com/v1/playlists/37i9dQZF1DX3yvjXSVJwJV,37i9dQZF1DX3yvjXSVJwJV
74,False,"Just some of the many highlights from the <a href=""spotify:artist:3PhoLpVuITZKcymswpck5b"">Rocket Man</a>'s glittering career - this is Elton John.",315810,This Is Elton John,43,https://open.spotify.com/playlist/37i9dQZF1DX7VulteLVOkq,https://api.spotify.com/v1/playlists/37i9dQZF1DX7VulteLVOkq,37i9dQZF1DX7VulteLVOkq
75,False,Read all about it. Her biggest hits and new music as it arrives. This is Emeli Sandé.,26650,This is: Emeli Sandé,26,https://open.spotify.com/playlist/37i9dQZF1DXdRITMyVwc9y,https://api.spotify.com/v1/playlists/37i9dQZF1DXdRITMyVwc9y,37i9dQZF1DXdRITMyVwc9y
76,False,"The best of Gorillaz, in one place.",449113,This Is Gorillaz,46,https://open.spotify.com/playlist/37i9dQZF1DWSxQLa5KoDYW,https://api.spotify.com/v1/playlists/37i9dQZF1DWSxQLa5KoDYW,37i9dQZF1DWSxQLa5KoDYW
77,False,Hear the new album 'Scorpion' plus more essential Drake.,2513683,This Is Drake,48,https://open.spotify.com/playlist/37i9dQZF1DX7QOv5kjbU68,https://api.spotify.com/v1/playlists/37i9dQZF1DX7QOv5kjbU68,37i9dQZF1DX7QOv5kjbU68
78,False,"From early performances to iconic Grateful Dead, enjoy key picks that highlight the folk, bluegrass, and old time virtuosity of Jerry Garcia.",51491,This is Jerry Garcia,60,https://open.spotify.com/playlist/37i9dQZF1DX8N0xov3IdrH,https://api.spotify.com/v1/playlists/37i9dQZF1DX8N0xov3IdrH,37i9dQZF1DX8N0xov3IdrH
79,False,"Joni Mitchell, the essential tracks, all in one playlist.",49372,This Is Joni Mitchell,60,https://open.spotify.com/playlist/37i9dQZF1DX94esvuBEVw6,https://api.spotify.com/v1/playlists/37i9dQZF1DX94esvuBEVw6,37i9dQZF1DX94esvuBEVw6
80,False,"Listen to the brand new album 'LM5' and all of Little Mix's essential tracks, all in one place.",562122,This Is Little Mix,59,https://open.spotify.com/playlist/37i9dQZF1DWY24WaVcCqqH,https://api.spotify.com/v1/playlists/37i9dQZF1DWY24WaVcCqqH,37i9dQZF1DWY24WaVcCqqH
81,False,They have not been wasting their young years - they have been making some of the most beautiful music in the world.,94330,This Is London Grammar,25,https://open.spotify.com/playlist/37i9dQZF1DX7FLzW9rNIxr,https://api.spotify.com/v1/playlists/37i9dQZF1DX7FLzW9rNIxr,37i9dQZF1DX7FLzW9rNIxr
82,False,"Lou Reed, the essential tracks, all in one playlist.",46622,This Is Lou Reed,50,https://open.spotify.com/playlist/37i9dQZF1DXdVelxaccCqL,https://api.spotify.com/v1/playlists/37i9dQZF1DXdVelxaccCqL,37i9dQZF1DXdVelxaccCqL
83,False,Hits written and produced by Max Martin.,36259,This Is: Max Martin,44,https://open.spotify.com/playlist/37i9dQZF1DWXDAhqlN7e6W,https://api.spotify.com/v1/playlists/37i9dQZF1DWXDAhqlN7e6W,37i9dQZF1DWXDAhqlN7e6W
84,False,Celebrate R&amp;B crooner Maxwell's career with this essential collection of songs.,45862,This is: Maxwell,23,https://open.spotify.com/playlist/37i9dQZF1DWTqZKf590Jo5,https://api.spotify.com/v1/playlists/37i9dQZF1DWTqZKf590Jo5,37i9dQZF1DWTqZKf590Jo5
85,False,"Your essential collection, all in one playlist.",2187,This Is: Margo Price,25,https://open.spotify.com/playlist/37i9dQZF1DX5P58TnuVGha,https://api.spotify.com/v1/playlists/37i9dQZF1DX5P58TnuVGha,37i9dQZF1DX5P58TnuVGha
86,False,"In memory of Bad Seed Conway Savage, 1960-2018",59391,This Is Nick Cave,51,https://open.spotify.com/playlist/37i9dQZF1DWYEHBVWXZn8H,https://api.spotify.com/v1/playlists/37i9dQZF1DWYEHBVWXZn8H,37i9dQZF1DWYEHBVWXZn8H
87,False,Get all the essential music by Nickelback.,213819,This Is Nickelback,35,https://open.spotify.com/playlist/37i9dQZF1DX6JuPU62sIoU,https://api.spotify.com/v1/playlists/37i9dQZF1DX6JuPU62sIoU,37i9dQZF1DX6JuPU62sIoU
88,False,"The essential Radiohead, all in one playlist.",288209,This Is Radiohead,50,https://open.spotify.com/playlist/37i9dQZF1DX1XDyq5cTk95,https://api.spotify.com/v1/playlists/37i9dQZF1DX1XDyq5cTk95,37i9dQZF1DX1XDyq5cTk95
89,False,The ones we love. This is R.E.M.,96831,This Is: R.E.M.,61,https://open.spotify.com/playlist/37i9dQZF1DWSNpCo0vJUOm,https://api.spotify.com/v1/playlists/37i9dQZF1DWSNpCo0vJUOm,37i9dQZF1DWSNpCo0vJUOm
90,False,Catch all the essential tracks by the multitalented Rihanna.,1376231,This Is Rihanna,36,https://open.spotify.com/playlist/37i9dQZF1DWWhBhYl3ZMvY,https://api.spotify.com/v1/playlists/37i9dQZF1DWWhBhYl3ZMvY,37i9dQZF1DWWhBhYl3ZMvY
91,False,"Roxette's most essential tracks, all in one playlist.",95661,This is Roxette,50,https://open.spotify.com/playlist/37i9dQZF1DX8IAL5KfmFJA,https://api.spotify.com/v1/playlists/37i9dQZF1DX8IAL5KfmFJA,37i9dQZF1DX8IAL5KfmFJA
92,False,"His finest work, in one playlist",40924,This Is Sampha,35,https://open.spotify.com/playlist/37i9dQZF1DX86aPVQf2emM,https://api.spotify.com/v1/playlists/37i9dQZF1DX86aPVQf2emM,37i9dQZF1DX86aPVQf2emM
93,False,Our favourite songs and features from the microphone champion.,52898,This Is: Skepta,49,https://open.spotify.com/playlist/37i9dQZF1DX5WbJFtYTzv7,https://api.spotify.com/v1/playlists/37i9dQZF1DX5WbJFtYTzv7,37i9dQZF1DX5WbJFtYTzv7
94,False,"The essential tracks with Spice Girls, all in one playlist.",108984,This Is Spice Girls,43,https://open.spotify.com/playlist/37i9dQZF1DWWUJdr9ahsbf,https://api.spotify.com/v1/playlists/37i9dQZF1DWWUJdr9ahsbf,37i9dQZF1DWWUJdr9ahsbf
