Playlist,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,valence,artist_popularity,explicit,pop,rock,folk,mellow,indie,rap,house,r&b,stomp and holler,singer-songwriter,edm,quiet storm,contemporary,christmas,funk,metal,alternative,adult standards,americana,soul,blues,hip hop,motown,punk,disco,other,track_remast,track_live,track_feat,track_remix,track_radio,playlist_picks,playlist_top,playlist_find,time_sign_0.0,time_sign_3.0,time_sign_4.0,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,Followers
0YX4v2yeHtc1Dz43CYfZub,0.5106419999999999,0.390790909090909,310535.63636363635,0.4824000000000001,0.4638214454545455,0.1403818181818182,-13.32090909090909,13.727272727272727,0.04019090909090909,113.70127272727272,0.34856363636363635,42.18181818181818,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6628.0
0aArwHugPhiiuaL8KxyVXQ,0.18417593,0.5707100000000002,235778.88,0.6497900000000001,0.11875251980000005,0.164551,-7.2960499999999975,12.67,0.05501900000000002,114.61040000000003,0.4436900000000001,48.81,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,411.0
0aXP5u51kHZiKvxkUPq0IL,0.6153596491228072,0.48847368421052617,240492.22807017545,0.4362771929824562,0.06003996824561403,0.1567105263157895,-9.081736842105261,24.87719298245614,0.03828771929824562,115.53122807017543,0.3078175438596491,55.49122807017544,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,148.0
0fmNiEOXSfBfurQwf4gG5L,0.4325521808510638,0.5262872340425533,240415.63829787233,0.4813265957446808,0.03582532234042553,0.15582872340425527,-9.17508510638298,34.5,0.038017021276595744,115.75537234042554,0.3985553191489362,51.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,302.0
0jJQDST7bzwAYlN19tFLXw,0.4619199999999999,0.5300476190476191,239923.2380952381,0.48133333333333334,0.00016931857142857143,0.21200000000000005,-7.707333333333333,34.0,0.035995238095238094,127.62228571428568,0.35809523809523813,64.80952380952381,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.0
0kVaFpvoi0O4IbyJyEZckU,0.0469920402,0.4681460000000001,209739.0,0.8275200000000001,0.0972682624,0.19374999999999998,-5.00164,24.47,0.066581,131.25707,0.5368800000000004,52.65,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1497.0
0kfqBZx9obUKiLVDwTqGly,0.4833793103448276,0.4687241379310344,211171.5172413793,0.368705172413793,0.059645838965517256,0.17489827586206902,-12.511999999999995,18.948275862068964,0.03236896551724138,112.98713793103451,0.4086810344827586,58.1551724137931,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,117.0
0mJut6QO3dUUAOJlBPujT1,0.25431881818181823,0.5328636363636364,233800.5,0.7217727272727271,0.10966014818181818,0.1703318181818182,-6.445727272727272,12.454545454545455,0.05842727272727271,120.7224090909091,0.45296363636363635,42.13636363636363,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22.0
0mY9BQvlpraYLzg9BfKuVa,0.09159259722222225,0.7725138888888888,238022.01388888888,0.7147083333333335,0.002680032916666666,0.15570694444444452,-5.8428611111111115,54.43055555555556,0.16785416666666675,116.19869444444446,0.7009166666666667,74.65277777777777,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,721.0
0op6xwVK9pVhcxozSQPEsJ,0.6758138709677418,0.35552365591397844,274511.0752688172,0.29114559139784946,0.8295279008602152,0.14208817204301077,-17.359913978494625,18.892473118279568,0.04432795698924731,112.61131182795701,0.16029677419354835,51.81720430107527,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2400.0
0pHFNRP8qkYhal0q0Irp6D,0.10133111320754717,0.7102830188679246,308719.8679245283,0.7144905660377359,0.06687838207547168,0.15697547169811318,-9.406245283018867,31.132075471698112,0.05652452830188679,120.44271698113208,0.8104339622641509,67.35849056603773,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1725.0
0pTJgTL7GIhxto5z35Rfwu,0.14621085128205125,0.5634358974358974,238012.02564102566,0.7743333333333334,0.25376445461538466,0.24341538461538456,-6.807153846153846,19.358974358974358,0.0688,121.3131282051282,0.47338717948717945,47.58974358974359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.0
0q2dbyUyAuUkW3ec6XRwJD,0.2608291,0.6569,223706.3,0.6267949999999999,0.0009630299999999999,0.15309,-8.705750000000002,29.95,0.08736,116.5645,0.64065,69.35,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35.0
0qNxhUDMiSLrSdTCYD87qn,0.022047599999999997,0.759304347826087,191986.86956521738,0.7186086956521737,0.6816521739130434,0.16389130434782606,-6.658782608695652,0.0,0.05233913043478262,126.34330434782605,0.6958260869565218,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,83.0
0sDO43KAaJUWIYassTKWYf,0.4356238461538462,0.5053333333333333,246134.10256410256,0.5101512820512821,0.14020418102564103,0.2083384615384616,-9.175461538461539,21.512820512820515,0.04588205128205128,119.85899999999998,0.4646871794871794,53.282051282051285,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,245.0
0sbkEFgqbA3Jjot2lbqsyx,0.4426974400000001,0.56856,186352.74,0.5286200000000002,0.12179728019999998,0.21341599999999997,-10.714279999999999,27.06,0.048827999999999996,120.27578,0.6684599999999999,45.98,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,337.0
0tdTsuJmnf6cRE22DMcgIq,0.17927140000000003,0.6366285714285713,222629.14285714287,0.6515428571428572,0.0005305402857142856,0.14324285714285714,-6.014571428571427,57.542857142857144,0.09824857142857142,126.66382857142855,0.5023428571428572,85.85714285714286,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9994.0
0tkdz9yYluhlxVE9BuJOPm,0.40510619000000003,0.53008,229674.8,0.5622799999999999,0.016692858100000006,0.5089069999999998,-9.46727,14.65,0.18003700000000003,119.47609000000003,0.3772890000000001,62.55,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1579.0
0uZg7go8TKu5hpv1L6CJ4y,0.08939480392156864,0.6549607843137253,244547.9411764706,0.7574901960784315,0.04845977784313726,0.1978274509803922,-5.64272549019608,42.745098039215684,0.08806862745098042,126.53241176470588,0.6150980392156863,69.90196078431373,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50.0
10zBfLMB5ty2Pec5LYRcgI,0.13581740740740741,0.6731851851851851,250915.22222222222,0.6826666666666665,0.0005326514814814815,0.2440296296296297,-6.421851851851853,27.444444444444443,0.19262592592592592,121.58192592592587,0.5201629629629629,75.44444444444444,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,475.0
13WGZTkVyBhWCD2z7wSwe7,0.32183228571428574,0.5900857142857143,249085.05714285714,0.5340285714285715,0.023646830857142857,0.2004,-10.625914285714288,9.6,0.05089428571428571,121.29705714285711,0.5588257142857143,68.57142857142857,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,189.0
1517hhPIVwA9EN41krpZo3,0.29617006,0.5948000000000001,219306.02,0.63266,0.08226158299999999,0.15597599999999998,-7.110700000000001,46.52,0.06154799999999999,119.72073999999999,0.4161779999999998,60.2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11610.0
15wD5DzfOIRx7QnJKDLtav,0.20538100967741932,0.6181774193548389,217819.38709677418,0.6502580645161289,0.04301003854838709,0.15330806451612905,-6.93782258064516,35.12903225806452,0.0836758064516129,115.56240322580648,0.454516129032258,60.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3690.0
