Playlist,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,valence,artist_popularity,explicit,pop,rock,folk,mellow,indie,rap,house,r&b,stomp and holler,singer-songwriter,edm,quiet storm,contemporary,christmas,funk,metal,alternative,adult standards,americana,soul,blues,hip hop,motown,punk,disco,other,track_remast,track_live,track_feat,track_remix,track_radio,playlist_picks,playlist_top,playlist_find,time_sign_0.0,time_sign_3.0,time_sign_4.0,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,Followers
37i9dQZF1DWWjGdmeTyeJ6,0.367869652173913,0.6428260869565218,205067.60869565216,0.5693478260869564,0.13419818695652175,0.13453478260869564,-8.809391304347825,44.56521739130435,0.07159565217391306,117.29591304347827,0.4871173913043478,33.47826086956522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,648982.0
37i9dQZF1DWWjMxr3sDMnu,0.14881545454545453,0.7382272727272728,236128.13636363635,0.65,5.7635e-05,0.18177727272727273,-6.114000000000001,65.31818181818181,0.11242272727272727,113.21563636363636,0.611909090909091,77.5,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,102134.0
37i9dQZF1DWWoCDtOBjhpE,0.141657,0.60615,228151.5,0.6700000000000002,0.0005772679999999999,0.19923,-6.092300000000002,63.95,0.12851500000000002,122.34004999999999,0.42284000000000005,85.45,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,116.0
37i9dQZF1DWWpCjltOl2fU,0.2550857142857143,0.5360000000000001,185680.92857142858,0.6782142857142858,0.06672446142857144,0.2745,-8.979428571428572,13.928571428571429,0.09942142857142855,121.44550000000002,0.45991428571428583,47.714285714285715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1914.0
37i9dQZF1DWWqNV5cS50j6,0.29195476923076935,0.6934923076923077,195645.4153846154,0.576569230769231,0.04221355738461539,0.18392615384615385,-7.442876923076924,59.07692307692308,0.15232153846153842,118.26961538461535,0.4865692307692308,70.63076923076923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,382984.0
37i9dQZF1DWWsTBFM3ksVb,0.819735294117647,0.5628235294117648,297947.20588235295,0.7518823529411766,0.0011124014705882353,0.767558823529412,-10.659441176470587,11.823529411764707,0.9105588235294116,91.40911764705882,0.36801470588235297,33.970588235294116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7339.0
37i9dQZF1DWWtGE7PB0aRR,0.3058953125,0.46987500000000004,246600.6875,0.5491875,0.1003355009375,0.18503750000000002,-10.202593750000002,31.71875,0.05549687500000001,119.21165625,0.5791875000000001,44.78125,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16660.0
37i9dQZF1DWWwaxRea1LWS,0.16957091999999996,0.6127,250479.65,0.7038,0.14211150050000004,0.14769500000000005,-8.653949999999998,58.4,0.051519999999999996,125.45620000000001,0.6852000000000001,67.75,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1723936.0
37i9dQZF1DWWwzidNQX6jx,0.25103578000000004,0.5186599999999999,308713.7,0.6424770000000002,0.06320064689999998,0.17830599999999996,-9.39493,64.83,0.05478199999999999,121.29565999999996,0.5623469999999999,72.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,481454.0
37i9dQZF1DWWxPM4nWdhyI,0.42746900000000004,0.677825,238432.375,0.5051,0.00013549924999999997,0.17369500000000002,-6.9850749999999975,70.1,0.0659475,107.831875,0.580775,92.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3465630.0
37i9dQZF1DWWzBc3TOlaAV,0.29707585000000003,0.4979699999999999,208866.78,0.6513529999999998,0.0784167791,0.18287099999999995,-9.079419999999994,55.33,0.055178000000000005,126.69211,0.639199,66.38,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,211925.0
37i9dQZF1DWWzVPEmatsUB,0.6084426229508197,0.5371475409836066,233710.52459016393,0.38608196721311483,0.04857063590163933,0.14333278688524587,-10.169868852459016,51.57377049180328,0.04723934426229507,119.7562950819672,0.32284426229508195,49.24590163934426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,371419.0
37i9dQZF1DWX16Q183eyvd,0.24472215686274515,0.8004313725490195,184167.60784313726,0.6937843137254902,0.0034658315686274506,0.23329215686274515,-7.445568627450982,10.450980392156863,0.20865490196078426,118.59390196078432,0.7384313725490198,23.725490196078432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21069.0
37i9dQZF1DWX1UA045EoPG,0.2568397599999999,0.7484199999999998,194155.48,0.6193599999999999,0.21671408300000003,0.19402800000000003,-7.562039999999999,45.14,0.14396000000000003,109.74802000000004,0.5935999999999999,52.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,197373.0
37i9dQZF1DWX3387IZmjNa,0.3180572340425532,0.6517446808510637,216575.46808510637,0.5468297872340425,0.008776426808510639,0.17215319148936167,-7.5478297872340425,61.702127659574465,0.16132127659574466,119.20323404255316,0.38119148936170205,75.46808510638297,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1544923.0
37i9dQZF1DWX4GLgYsemtJ,0.035558939473684215,0.5441052631578946,202074.81578947368,0.8568684210526317,5.187026315789475e-05,0.2103842105263158,-4.662684210526316,62.28947368421053,0.0720657894736842,135.9083157894737,0.6125526315789475,74.89473684210526,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3114.0
37i9dQZF1DWX5a9hO78SUQ,0.6660200000000002,0.6945700000000004,58461.56,0.14195709999999997,0.0006286958000000001,0.260739,-23.923900000000003,3.88,0.785884,102.41564999999999,0.43261999999999995,18.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21507.0
37i9dQZF1DWX6s7PHJnk94,0.7915999999999999,0.56468,96115.0,0.45696,0.00196008,0.375368,-9.77676,7.68,0.125868,120.65672000000002,0.7770400000000001,25.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2813.0
37i9dQZF1DWX82ahbDuQIz,0.4647584000000001,0.5252000000000001,233227.28,0.5314406000000003,0.0021849406,0.21412000000000003,-8.663879999999999,40.56,0.12724,120.16034000000002,0.4929359999999997,51.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,242483.0
37i9dQZF1DWX83CujKHHOn,0.4185887499999999,0.4992000000000001,234358.6,0.4779374999999999,0.02292933975,0.143,-8.101574999999999,50.025,0.040279999999999996,121.35364999999999,0.27384999999999987,73.675,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,858884.0
37i9dQZF1DWXBq4mDDFnfA,0.9762199999999998,0.39379999999999993,270963.96,0.11400819999999996,0.89146,0.10876800000000003,-24.75198,31.8,0.04586400000000001,107.64046,0.30833,42.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82743.0
37i9dQZF1DWXDAhqlN7e6W,0.05853825454545454,0.6240909090909089,220925.45454545456,0.7528181818181817,0.0012340211363636364,0.16590909090909095,-5.028068181818181,41.61363636363637,0.0703,128.42484090909096,0.5581363636363637,77.79545454545455,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36259.0
37i9dQZF1DWXDJDWnzE39E,0.012184967142857142,0.4283775510204082,255638.4693877551,0.8835408163265304,0.05612636948979592,0.21240510204081633,-4.918275510204079,31.79591836734694,0.07850714285714284,126.58934693877552,0.3068632653061224,40.765306122448976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,271138.0
37i9dQZF1DWXEb535ZGeRC,0.5830071428571427,0.5458333333333333,234171.09523809524,0.4572904761904762,0.011908386666666668,0.17444285714285715,-12.341285714285716,44.88095238095238,0.04546190476190475,113.30133333333333,0.5708095238095237,72.78571428571429,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,55182.0
37i9dQZF1DWXHghfFFOaS6,0.20289200000000004,0.68175,316004.0961538461,0.66475,0.26054707153846157,0.19069038461538465,-9.638442307692303,23.673076923076923,0.10692115384615386,108.06421153846155,0.6046307692307693,42.32692307692308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43386.0
37i9dQZF1DWXIPSKePHmRn,0.40806206896551717,0.6088965517241379,210095.0,0.6711379310344829,0.011749315517241378,0.20186896551724134,-6.70806896551724,38.827586206896555,0.0540655172413793,123.80362068965522,0.7925517241379308,62.58620689655172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25905.0
37i9dQZF1DWXIcbzpLauPS,0.003689674505494505,0.41448351648351667,224574.13186813187,0.952395604395604,0.02691524868131869,0.263078021978022,-4.112450549450549,41.08791208791209,0.1347769230769231,132.49647252747252,0.27267692307692304,46.989010989010985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,346717.0
37i9dQZF1DWXJfnUiYjUKT,0.1936865789473684,0.6186052631578945,196533.65789473685,0.6838421052631578,0.03464130368421053,0.18896842105263156,-6.120842105263159,61.23684210526316,0.08164210526315792,120.4836578947368,0.4375078947368421,65.84210526315789,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,151218.0
37i9dQZF1DWXJyjYpHunCf,0.27296923999999995,0.5653199999999999,212426.2,0.6637600000000002,0.02405215660000001,0.1685870000000001,-7.24744,35.72,0.041857,121.54303999999998,0.4176900000000001,50.25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,613565.0
37i9dQZF1DWXLeA8Omikj7,0.5429179591836735,0.4852448979591837,187876.83673469388,0.48244897959183675,0.743549591836735,0.15098163265306117,-12.87769387755102,46.02040816326531,0.07845102040816326,109.1525714285714,0.14458775510204078,50.57142857142857,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2805913.0
37i9dQZF1DWXMEbgClM8hw,0.937,0.31910399999999994,409987.64,0.1676824,0.8228302,0.15303200000000003,-20.424759999999996,11.1,0.05016399999999999,104.79649999999997,0.1774779999999999,29.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23355.0
37i9dQZF1DWXMg4uP5o3dm,0.09680767777777775,0.5851851851851851,225969.97530864197,0.7049135802469135,0.0625213486419753,0.1754617283950617,-6.1639876543209855,45.48148148148148,0.07661851851851853,119.58243209876534,0.44563333333333344,55.60493827160494,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,200395.0
37i9dQZF1DWXMmak2OV7PN,0.45771250000000013,0.5209285714285714,239934.2142857143,0.5024642857142856,0.19574464285714285,0.16533214285714282,-10.350785714285715,49.142857142857146,0.04511071428571428,126.11989285714284,0.3003857142857142,74.60714285714286,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,108844.0
37i9dQZF1DWXN6CDDJDZSt,0.9561799999999999,0.21823400000000004,304447.7,0.1420426,0.25071867999999997,0.15674199999999996,-20.117739999999998,13.92,0.04826999999999999,99.20454000000001,0.11117800000000001,63.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17184.0
37i9dQZF1DWXQvLdd1rRKX,0.520526724137931,0.5182758620689655,191995.27586206896,0.4811862068965517,0.24358084758620688,0.1582241379310345,-10.782344827586204,30.655172413793103,0.07666206896551725,110.82810344827584,0.44470344827586206,48.13793103448276,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9044.0
37i9dQZF1DWXRAIdXzR5R1,0.19013672,0.5340600000000001,235478.28,0.6750519999999999,0.0034903884000000002,0.20011600000000002,-7.722640000000001,13.38,0.03568400000000001,122.30478000000005,0.512646,76.7,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,122968.0
37i9dQZF1DWXRqgorJj26U,0.1669878690000001,0.5497700000000001,272783.1,0.7271400000000001,0.05972181449999997,0.179215,-8.40138,55.85,0.06472599999999999,121.73786000000005,0.6145200000000002,75.37,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4833597.0
37i9dQZF1DWXRvPx3nttRN,0.7338659793814433,0.5738969072164951,212500.62886597938,0.3386073195876289,0.03417656216494845,0.14611546391752583,-9.529577319587627,50.95876288659794,0.045031958762886605,116.00983505154639,0.3944082474226803,66.76288659793815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,125191.0
37i9dQZF1DWXS0qyx76B7l,0.3221989624999999,0.5698249999999999,224878.5,0.6019799999999998,0.04838805749999999,0.19537000000000004,-9.15785,34.075,0.08621,118.62325000000003,0.5426475,66.025,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,111848.0
37i9dQZF1DWXTcPFeNCMUP,0.056230760000000005,0.6492,258956.92,0.7735599999999998,0.158317204,0.25266800000000006,-5.416600000000001,36.16,0.132,123.28787999999999,0.37508800000000014,71.32,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,89105.0
37i9dQZF1DWXXji4ucB51M,0.13902405373134333,0.6857462686567161,222359.64179104476,0.6653880597014925,0.00143924552238806,0.20037164179104483,-5.769268656716417,70.94029850746269,0.14444179104477617,117.7675223880597,0.4843671641791045,86.19402985074628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,112636.0
37i9dQZF1DWXaehqeJpkro,0.10128880000000004,0.6903800000000001,215270.66,0.81076,0.0003722686,0.20886600000000005,-3.67842,55.0,0.09314999999999998,121.85104000000003,0.58082,72.48,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58825.0
37i9dQZF1DWXakVTmpoTAP,0.39120999999999995,0.5790000000000001,240197.55555555556,0.53025,0.0033812158333333337,0.16645277777777776,-8.46713888888889,33.55555555555556,0.05532777777777777,111.81302777777779,0.5120555555555555,69.80555555555556,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6256.0
37i9dQZF1DWXb9I5xoXLjp,0.48199200000000003,0.5570199999999998,250285.64,0.44704,0.0178536352,0.16167,-9.42126,41.78,0.05452399999999999,119.55986000000003,0.373086,73.2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,344927.0
37i9dQZF1DWXcA2XXbXQ3d,0.1708038,0.7241333333333333,220866.11111111112,0.753577777777778,0.0032411733333333327,0.18882000000000002,-5.229822222222222,51.355555555555554,0.07036888888888891,116.79404444444444,0.6830000000000002,81.93333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,312335.0
37i9dQZF1DWXe9gFZP0gtP,0.905125,0.27858229166666665,208366.46875,0.10926263541666668,0.8871425,0.13764895833333335,-22.296614583333326,47.427083333333336,0.042920833333333346,96.54061458333331,0.11369791666666666,55.635416666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,588500.0
37i9dQZF1DWXfgo3OOonqa,0.2917036734693877,0.6942857142857144,190025.55102040817,0.597734693877551,0.001794095306122449,0.15373673469387755,-8.809122448979597,51.61224489795919,0.22292653061224485,121.9247142857143,0.492142857142857,52.69387755102041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,153926.0
37i9dQZF1DWXhYlez1ZGYf,0.18813365263157894,0.5887578947368423,226295.3052631579,0.6772231578947367,0.06657285231578947,0.17379157894736844,-7.790968421052631,25.86315789473684,0.06011473684210529,121.77193684210529,0.5998305263157896,61.90526315789474,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10932.0
37i9dQZF1DWXi7h4mmmkzD,0.15398680392156866,0.5960196078431372,205438.3137254902,0.7314313725490198,0.002577850980392157,0.1372,-5.526588235294118,44.88235294117647,0.042317647058823536,122.02664705882356,0.5954313725490197,73.72549019607843,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,379896.0
37i9dQZF1DWXjj6kdiviS0,0.8923000000000001,0.31726400000000005,287929.88,0.15163400000000002,0.291011303,0.15208400000000002,-19.761560000000003,28.7,0.043968,102.7968,0.3077620000000001,42.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,137373.0
